Ages,Gender,Height,Weight,Activity Level,Dietary Preference,Daily Calorie Target,Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion
26,Female,151,97,Moderately Active,Omnivore,2015,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Lentil and vegetable curry,Apple with almond butter
23,Female,161,61,Extremely Active,Vegan,3046,Smoothie with protein powder,Black bean burger on a whole wheat bun,Pasta with marinara sauce and veggies,Greek yogurt with fruit
42,Female,169,93,Lightly Active,Omnivore,2220,Greek yogurt with granola and fruit,Chicken and vegetable stir-fry,Lentil and vegetable curry,Banana with peanut butter
61,Male,170,64,Extremely Active,Omnivore,3164,Tofu scramble with veggies,Chicken and vegetable stir-fry,Turkey chili with brown rice,Apple with almond butter
41,Male,152,54,Moderately Active,Omnivore,1999,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Turkey chili with brown rice,Trail mix
32,Male,170,94,Sedentary,Vegan,2217,Tofu scramble with veggies,Lentil soup with whole wheat bread,Pasta with marinara sauce and veggies,Banana with peanut butter
28,Female,188,65,Sedentary,Vegetarian,1828,Smoothie with protein powder,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Trail mix
30,Male,164,59,Lightly Active,Omnivore,2021,Greek yogurt with granola and fruit,Lentil soup with whole wheat bread,Pasta with marinara sauce and veggies,Banana with peanut butter
65,Female,177,83,Moderately Active,Vegan,2247,Greek yogurt with granola and fruit,Quinoa salad with chickpeas and vegetables,Salmon with roasted vegetables,Fruit and nut mix
49,Male,163,60,Lightly Active,Vegetarian,2395,Smoothie with protein powder,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Apple with almond butter
69,Female,193,96,Extremely Active,Vegan,3654,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Pasta with marinara sauce and veggies,Trail mix
21,Male,188,79,Extremely Active,Omnivore,3043,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Greek yogurt with fruit
60,Female,160,53,Very Active,Omnivore,1344,Smoothie with protein powder,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Trail mix
30,Female,160,96,Extremely Active,Vegan,3133,Scrambled eggs with whole wheat toast,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Greek yogurt with fruit
27,Male,183,83,Moderately Active,Vegetarian,2357,Tofu scramble with veggies,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Trail mix
70,Male,191,92,Moderately Active,Omnivore,2741,Greek yogurt with granola and fruit,Chicken and vegetable stir-fry,Turkey chili with brown rice,Apple with almond butter
56,Male,175,94,Sedentary,Omnivore,2110,Scrambled eggs with whole wheat toast,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Apple with almond butter
58,Female,159,85,Extremely Active,Omnivore,2646,Tofu scramble with veggies,Grilled chicken salad with mixed greens,Vegetable stir-fry with brown rice,Apple with almond butter
63,Male,180,64,Sedentary,Vegan,1246,Scrambled eggs with whole wheat toast,Quinoa salad with chickpeas and vegetables,Turkey chili with brown rice,Apple with almond butter
33,Female,198,92,Very Active,Vegan,3159,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Greek yogurt with fruit
59,Male,160,86,Lightly Active,Vegetarian,1658,Greek yogurt with granola and fruit,Chicken and vegetable stir-fry,Pasta with marinara sauce and veggies,Apple with almond butter
36,Female,157,95,Sedentary,Vegan,1408,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Lentil and vegetable curry,Trail mix
49,Female,150,56,Extremely Active,Omnivore,2573,Greek yogurt with granola and fruit,Lentil soup with whole wheat bread,Turkey chili with brown rice,Fruit and nut mix
19,Female,193,85,Very Active,Vegan,3605,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Vegetable stir-fry with brown rice,Apple with almond butter
45,Male,188,63,Moderately Active,Vegan,2456,Scrambled eggs with whole wheat toast,Quinoa salad with chickpeas and vegetables,Salmon with roasted vegetables,Fruit and nut mix
49,Female,152,61,Lightly Active,Vegan,2086,Tofu scramble with veggies,Lentil soup with whole wheat bread,Pasta with marinara sauce and veggies,Fruit and nut mix
45,Female,152,75,Very Active,Vegan,2766,Greek yogurt with granola and fruit,Lentil soup with whole wheat bread,Lentil and vegetable curry,Trail mix
45,Female,154,73,Lightly Active,Vegan,1296,Smoothie with protein powder,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Greek yogurt with fruit
38,Female,186,90,Extremely Active,Vegan,2751,Greek yogurt with granola and fruit,Black bean burger on a whole wheat bun,Pasta with marinara sauce and veggies,Banana with peanut butter
49,Female,197,65,Sedentary,Omnivore,2270,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Pasta with marinara sauce and veggies,Trail mix
57,Male,153,81,Very Active,Omnivore,3063,Smoothie with protein powder,Lentil soup with whole wheat bread,Turkey chili with brown rice,Greek yogurt with fruit
28,Male,199,97,Moderately Active,Omnivore,2722,Smoothie with protein powder,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Greek yogurt with fruit
42,Female,181,97,Very Active,Vegetarian,3484,Tofu scramble with veggies,Chicken and vegetable stir-fry,Vegetable stir-fry with brown rice,Greek yogurt with fruit
19,Female,190,67,Moderately Active,Omnivore,2482,Oatmeal with berries and nuts,Quinoa salad with chickpeas and vegetables,Pasta with marinara sauce and veggies,Banana with peanut butter
56,Male,154,74,Very Active,Vegan,1962,Tofu scramble with veggies,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Banana with peanut butter
39,Female,174,89,Extremely Active,Vegan,3580,Smoothie with protein powder,Lentil soup with whole wheat bread,Pasta with marinara sauce and veggies,Banana with peanut butter
19,Female,189,57,Moderately Active,Vegan,2317,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Greek yogurt with fruit
49,Female,168,82,Sedentary,Vegan,2256,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Apple with almond butter
28,Female,170,58,Lightly Active,Omnivore,1344,Greek yogurt with granola and fruit,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Greek yogurt with fruit
25,Female,198,76,Moderately Active,Vegetarian,2152,Greek yogurt with granola and fruit,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Apple with almond butter
49,Female,192,60,Very Active,Vegan,2904,Tofu scramble with veggies,Grilled chicken salad with mixed greens,Pasta with marinara sauce and veggies,Banana with peanut butter
27,Female,151,62,Extremely Active,Vegan,1908,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Turkey chili with brown rice,Banana with peanut butter
31,Female,191,90,Very Active,Vegetarian,2566,Greek yogurt with granola and fruit,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Fruit and nut mix
34,Male,192,50,Extremely Active,Vegan,3416,Tofu scramble with veggies,Chicken and vegetable stir-fry,Pasta with marinara sauce and veggies,Banana with peanut butter
46,Male,178,97,Extremely Active,Vegetarian,4029,Tofu scramble with veggies,Lentil soup with whole wheat bread,Pasta with marinara sauce and veggies,Apple with almond butter
43,Male,150,81,Very Active,Vegetarian,2652,Smoothie with protein powder,Lentil soup with whole wheat bread,Lentil and vegetable curry,Trail mix
51,Male,186,63,Lightly Active,Omnivore,2120,Greek yogurt with granola and fruit,Quinoa salad with chickpeas and vegetables,Salmon with roasted vegetables,Apple with almond butter
42,Female,169,86,Very Active,Vegan,3165,Scrambled eggs with whole wheat toast,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Trail mix
34,Female,188,68,Extremely Active,Vegan,2395,Smoothie with protein powder,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Greek yogurt with fruit
30,Male,150,86,Very Active,Vegan,3350,Smoothie with protein powder,Lentil soup with whole wheat bread,Lentil and vegetable curry,Greek yogurt with fruit
39,Female,169,91,Extremely Active,Omnivore,3059,Smoothie with protein powder,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Banana with peanut butter
62,Female,162,72,Very Active,Vegan,2176,Tofu scramble with veggies,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Greek yogurt with fruit
61,Female,171,81,Sedentary,Vegetarian,1695,Greek yogurt with granola and fruit,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Apple with almond butter
65,Female,200,74,Moderately Active,Vegetarian,1831,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Lentil and vegetable curry,Trail mix
19,Female,170,71,Very Active,Vegetarian,3115,Smoothie with protein powder,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Trail mix
34,Female,168,97,Sedentary,Omnivore,2526,Tofu scramble with veggies,Chicken and vegetable stir-fry,Turkey chili with brown rice,Greek yogurt with fruit
61,Female,178,82,Lightly Active,Vegan,1516,Scrambled eggs with whole wheat toast,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Banana with peanut butter
19,Male,181,57,Sedentary,Omnivore,1433,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Pasta with marinara sauce and veggies,Apple with almond butter
57,Female,186,67,Very Active,Vegan,2391,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Pasta with marinara sauce and veggies,Banana with peanut butter
63,Female,197,63,Extremely Active,Vegan,2631,Scrambled eggs with whole wheat toast,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Apple with almond butter
21,Female,189,67,Extremely Active,Omnivore,3511,Greek yogurt with granola and fruit,Quinoa salad with chickpeas and vegetables,Turkey chili with brown rice,Trail mix
43,Male,180,71,Extremely Active,Vegan,2587,Greek yogurt with granola and fruit,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Trail mix
34,Male,195,98,Extremely Active,Omnivore,4364,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Pasta with marinara sauce and veggies,Fruit and nut mix
56,Female,170,88,Lightly Active,Omnivore,2064,Smoothie with protein powder,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Banana with peanut butter
63,Male,156,70,Moderately Active,Vegetarian,1615,Tofu scramble with veggies,Grilled chicken salad with mixed greens,Vegetable stir-fry with brown rice,Greek yogurt with fruit
36,Male,158,99,Sedentary,Vegetarian,2663,Smoothie with protein powder,Chicken and vegetable stir-fry,Turkey chili with brown rice,Greek yogurt with fruit
53,Female,156,96,Lightly Active,Vegetarian,1574,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Turkey chili with brown rice,Banana with peanut butter
38,Male,192,85,Lightly Active,Omnivore,3064,Oatmeal with berries and nuts,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Greek yogurt with fruit
23,Female,184,74,Moderately Active,Vegan,2501,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Banana with peanut butter
49,Female,160,77,Lightly Active,Omnivore,1875,Tofu scramble with veggies,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Apple with almond butter
68,Male,152,53,Sedentary,Omnivore,1874,Tofu scramble with veggies,Black bean burger on a whole wheat bun,Pasta with marinara sauce and veggies,Banana with peanut butter
31,Female,172,78,Lightly Active,Vegan,2116,Greek yogurt with granola and fruit,Chicken and vegetable stir-fry,Pasta with marinara sauce and veggies,Trail mix
42,Female,156,58,Sedentary,Omnivore,1200,Smoothie with protein powder,Black bean burger on a whole wheat bun,Lentil and vegetable curry,Banana with peanut butter
58,Female,167,54,Sedentary,Omnivore,1359,Tofu scramble with veggies,Chicken and vegetable stir-fry,Turkey chili with brown rice,Apple with almond butter
24,Male,184,96,Moderately Active,Vegetarian,3592,Smoothie with protein powder,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Apple with almond butter
24,Female,170,85,Extremely Active,Vegan,3599,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Vegetable stir-fry with brown rice,Apple with almond butter
23,Female,199,92,Moderately Active,Omnivore,2926,Oatmeal with berries and nuts,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Apple with almond butter
48,Male,157,75,Very Active,Vegan,3081,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Turkey chili with brown rice,Apple with almond butter
49,Female,158,50,Extremely Active,Vegetarian,1554,Greek yogurt with granola and fruit,Quinoa salad with chickpeas and vegetables,Turkey chili with brown rice,Banana with peanut butter
47,Female,183,62,Very Active,Vegan,2359,Smoothie with protein powder,Chicken and vegetable stir-fry,Salmon with roasted vegetables,Trail mix
29,Male,188,93,Moderately Active,Vegan,2545,Greek yogurt with granola and fruit,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Greek yogurt with fruit
50,Female,200,61,Very Active,Omnivore,1999,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Pasta with marinara sauce and veggies,Trail mix
59,Male,168,87,Moderately Active,Vegan,2526,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Vegetable stir-fry with brown rice,Apple with almond butter
56,Male,163,53,Sedentary,Vegan,1528,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Fruit and nut mix
56,Male,196,61,Lightly Active,Vegan,2145,Tofu scramble with veggies,Lentil soup with whole wheat bread,Turkey chili with brown rice,Banana with peanut butter
31,Female,176,70,Very Active,Vegetarian,2059,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Lentil and vegetable curry,Banana with peanut butter
70,Male,197,66,Extremely Active,Vegetarian,3437,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Lentil and vegetable curry,Apple with almond butter
23,Male,164,92,Extremely Active,Vegan,3986,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Vegetable stir-fry with brown rice,Greek yogurt with fruit
56,Female,164,61,Lightly Active,Omnivore,1200,Scrambled eggs with whole wheat toast,Grilled chicken salad with mixed greens,Pasta with marinara sauce and veggies,Apple with almond butter
21,Male,187,72,Lightly Active,Vegan,2959,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Salmon with roasted vegetables,Greek yogurt with fruit
23,Male,168,56,Extremely Active,Omnivore,2850,Greek yogurt with granola and fruit,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Banana with peanut butter
35,Female,159,61,Moderately Active,Vegan,2465,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Vegetable stir-fry with brown rice,Greek yogurt with fruit
65,Female,150,77,Sedentary,Omnivore,1965,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Banana with peanut butter
41,Female,172,88,Moderately Active,Vegan,1962,Scrambled eggs with whole wheat toast,Lentil soup with whole wheat bread,Pasta with marinara sauce and veggies,Fruit and nut mix
70,Male,169,52,Moderately Active,Vegetarian,1408,Smoothie with protein powder,Lentil soup with whole wheat bread,Lentil and vegetable curry,Trail mix
33,Female,184,64,Sedentary,Omnivore,1256,Greek yogurt with granola and fruit,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Trail mix
39,Female,198,52,Lightly Active,Vegetarian,1427,Tofu scramble with veggies,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Banana with peanut butter
47,Female,173,85,Sedentary,Vegan,2342,Greek yogurt with granola and fruit,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Banana with peanut butter
36,Male,197,81,Very Active,Omnivore,3719,Oatmeal with berries and nuts,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Fruit and nut mix
49,Male,175,80,Very Active,Vegetarian,2852,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Trail mix
54,Male,174,63,Very Active,Vegetarian,3005,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Turkey chili with brown rice,Banana with peanut butter
65,Male,171,70,Lightly Active,Omnivore,1992,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Salmon with roasted vegetables,Apple with almond butter
23,Male,196,91,Sedentary,Omnivore,2930,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Banana with peanut butter
60,Male,200,73,Very Active,Vegetarian,3406,Scrambled eggs with whole wheat toast,Quinoa salad with chickpeas and vegetables,Pasta with marinara sauce and veggies,Greek yogurt with fruit
52,Male,195,85,Lightly Active,Vegetarian,2993,Smoothie with protein powder,Lentil soup with whole wheat bread,Turkey chili with brown rice,Fruit and nut mix
